,message_count,group_type,has_media,has_url,has_emoji,message_length,hour,day,response_rate
4628,10.0,1.0,0.0,0.0,0.0,223.0,18.0,1.0,0.020618556701030927
4629,6.0,1.0,0.0,1.0,0.0,92.0,20.0,1.0,0.020618556701030927
4630,5.0,1.0,0.0,0.0,1.0,86.0,21.0,1.0,0.020618556701030927
4631,2.0,1.0,0.0,0.0,0.0,1875.0,7.0,2.0,0.010309278350515464
4632,1.0,1.0,0.0,0.0,0.0,93.0,7.0,2.0,0.0
4633,3.0,1.0,0.0,0.0,0.0,105.0,8.0,2.0,0.010309278350515464
4634,9.0,1.0,0.0,0.0,1.0,202.0,10.0,2.0,0.05154639175257732
4635,1.0,1.0,0.0,0.0,0.0,153.0,16.0,2.0,0.0
4636,8.0,1.0,0.0,0.0,0.0,93.0,16.0,2.0,0.020618556701030927
4637,8.0,1.0,0.0,0.0,0.0,367.0,19.0,2.0,0.041237113402061855
4638,9.0,1.0,0.0,0.0,0.0,133.0,8.0,3.0,0.05154639175257732
4639,13.0,1.0,0.0,0.0,0.0,154.0,11.0,3.0,0.1134020618556701
4640,1.0,1.0,0.0,0.0,1.0,95.0,15.0,3.0,0.0
4641,6.0,1.0,0.0,1.0,0.0,228.0,17.0,3.0,0.030927835051546393
4642,1.0,1.0,0.0,0.0,0.0,195.0,18.0,3.0,0.0
4643,4.0,1.0,0.0,0.0,0.0,91.0,19.0,3.0,0.010309278350515464
4644,7.0,1.0,0.0,0.0,0.0,119.0,20.0,3.0,0.030927835051546393
4645,6.0,1.0,0.0,0.0,0.0,163.0,21.0,3.0,0.010309278350515464
4646,1.0,1.0,0.0,0.0,0.0,213.0,7.0,4.0,0.0
4647,2.0,1.0,0.0,0.0,0.0,182.0,7.0,4.0,0.010309278350515464
4648,6.0,1.0,0.0,0.0,0.0,88.0,9.0,4.0,0.030927835051546393
4649,15.0,1.0,0.0,0.0,0.0,166.0,11.0,4.0,0.010309278350515464
4650,4.0,1.0,0.0,0.0,1.0,122.0,19.0,4.0,0.020618556701030927
4651,17.0,1.0,0.0,0.0,1.0,184.0,19.0,4.0,0.07216494845360824
4652,2.0,1.0,0.0,0.0,0.0,182.0,21.0,4.0,0.010309278350515464
4653,2.0,1.0,0.0,0.0,0.0,117.0,22.0,4.0,0.010309278350515464
4654,2.0,1.0,0.0,0.0,0.0,174.0,22.0,4.0,0.0
4655,1.0,1.0,0.0,0.0,0.0,96.0,22.0,4.0,0.0
4656,29.0,1.0,0.0,0.0,0.0,124.0,22.0,4.0,0.08247422680412371
4657,26.0,1.0,0.0,0.0,0.0,372.0,15.0,5.0,0.10309278350515463
4658,12.0,1.0,0.0,0.0,1.0,149.0,21.0,5.0,0.07216494845360824
4659,4.0,1.0,0.0,0.0,0.0,97.0,19.0,6.0,0.010309278350515464
4660,2.0,1.0,0.0,0.0,0.0,3179.0,21.0,6.0,0.010309278350515464
4661,21.0,1.0,0.0,0.0,1.0,477.0,21.0,6.0,0.030927835051546393
4662,11.0,1.0,0.0,0.0,0.0,124.0,9.0,0.0,0.041237113402061855
4663,2.0,1.0,0.0,0.0,0.0,103.0,19.0,0.0,0.010309278350515464
4664,14.0,1.0,0.0,0.0,0.0,113.0,21.0,0.0,0.08247422680412371
4665,2.0,1.0,0.0,0.0,1.0,162.0,9.0,1.0,0.0
4666,3.0,1.0,0.0,0.0,0.0,150.0,9.0,1.0,0.010309278350515464
4667,6.0,1.0,0.0,0.0,1.0,162.0,10.0,1.0,0.010309278350515464
4668,2.0,1.0,0.0,0.0,0.0,200.0,11.0,1.0,0.0
4669,3.0,1.0,0.0,0.0,0.0,200.0,12.0,1.0,0.0
4670,3.0,1.0,0.0,0.0,0.0,132.0,16.0,1.0,0.010309278350515464
4671,4.0,1.0,0.0,0.0,0.0,110.0,17.0,1.0,0.0
4672,5.0,1.0,0.0,0.0,0.0,138.0,18.0,1.0,0.030927835051546393
4673,3.0,1.0,0.0,0.0,0.0,138.0,19.0,1.0,0.010309278350515464
4674,11.0,1.0,0.0,0.0,0.0,230.0,19.0,1.0,0.05154639175257732
4675,3.0,1.0,0.0,0.0,0.0,112.0,15.0,2.0,0.0
4676,16.0,1.0,0.0,0.0,0.0,137.0,19.0,2.0,0.020618556701030927
4677,13.0,1.0,0.0,0.0,1.0,130.0,22.0,2.0,0.020618556701030927
4678,2.0,1.0,0.0,0.0,1.0,130.0,7.0,3.0,0.010309278350515464
4679,2.0,1.0,0.0,0.0,0.0,88.0,8.0,3.0,0.010309278350515464
4680,1.0,1.0,0.0,0.0,1.0,249.0,12.0,3.0,0.0
4681,5.0,1.0,0.0,0.0,0.0,105.0,12.0,3.0,0.020618556701030927
4682,4.0,1.0,0.0,0.0,0.0,317.0,15.0,3.0,0.010309278350515464
4683,4.0,1.0,0.0,0.0,1.0,122.0,20.0,3.0,0.0
4684,6.0,1.0,0.0,0.0,0.0,108.0,23.0,3.0,0.020618556701030927
4685,3.0,1.0,0.0,0.0,0.0,161.0,10.0,4.0,0.010309278350515464
4686,6.0,1.0,0.0,0.0,1.0,97.0,14.0,4.0,0.041237113402061855
4687,6.0,1.0,0.0,0.0,0.0,361.0,18.0,4.0,0.020618556701030927
4688,1.0,1.0,0.0,0.0,0.0,84.0,18.0,4.0,0.0
4689,26.0,1.0,0.0,0.0,0.0,3225.0,19.0,4.0,0.08247422680412371
4690,5.0,1.0,0.0,0.0,1.0,83.0,14.0,5.0,0.030927835051546393
4691,3.0,1.0,0.0,0.0,1.0,130.0,16.0,5.0,0.0
4692,5.0,1.0,0.0,0.0,0.0,98.0,20.0,5.0,0.020618556701030927
4693,2.0,1.0,0.0,0.0,1.0,109.0,9.0,6.0,0.010309278350515464
4694,11.0,1.0,0.0,0.0,1.0,131.0,13.0,6.0,0.041237113402061855
4695,34.0,1.0,0.0,0.0,1.0,146.0,8.0,0.0,0.14432989690721648
4696,19.0,1.0,0.0,0.0,0.0,180.0,14.0,0.0,0.12371134020618557
4697,11.0,1.0,0.0,0.0,1.0,126.0,20.0,0.0,0.061855670103092786
4698,11.0,1.0,0.0,0.0,0.0,122.0,11.0,1.0,0.010309278350515464
4699,28.0,1.0,0.0,0.0,1.0,245.0,13.0,1.0,0.05154639175257732
4700,14.0,1.0,0.0,0.0,0.0,420.0,9.0,2.0,0.030927835051546393
4701,5.0,1.0,0.0,0.0,0.0,278.0,13.0,2.0,0.010309278350515464
4702,3.0,1.0,0.0,0.0,0.0,232.0,13.0,2.0,0.010309278350515464
4703,8.0,1.0,0.0,0.0,0.0,106.0,13.0,2.0,0.05154639175257732
4704,17.0,1.0,0.0,0.0,0.0,121.0,15.0,2.0,0.041237113402061855
4705,22.0,1.0,0.0,0.0,0.0,151.0,19.0,2.0,0.041237113402061855
4706,5.0,1.0,0.0,0.0,0.0,152.0,17.0,3.0,0.010309278350515464
4707,12.0,1.0,0.0,0.0,1.0,259.0,19.0,3.0,0.041237113402061855
4708,17.0,1.0,0.0,0.0,1.0,126.0,18.0,4.0,0.05154639175257732
4709,9.0,1.0,0.0,0.0,0.0,111.0,8.0,5.0,0.020618556701030927
4710,27.0,1.0,0.0,0.0,0.0,126.0,17.0,5.0,0.030927835051546393
4711,4.0,1.0,0.0,0.0,0.0,159.0,9.0,6.0,0.020618556701030927
4712,14.0,1.0,0.0,0.0,0.0,118.0,10.0,6.0,0.05154639175257732
4713,5.0,1.0,0.0,0.0,0.0,175.0,21.0,6.0,0.010309278350515464
4714,10.0,1.0,0.0,0.0,0.0,150.0,21.0,6.0,0.05154639175257732
4715,38.0,1.0,0.0,0.0,0.0,85.0,13.0,0.0,0.15463917525773196
4716,48.0,1.0,0.0,0.0,0.0,85.0,9.0,1.0,0.09278350515463918
4717,5.0,1.0,0.0,0.0,0.0,132.0,23.0,1.0,0.041237113402061855
4718,13.0,1.0,0.0,0.0,0.0,636.0,7.0,2.0,0.05154639175257732
4719,5.0,1.0,0.0,0.0,0.0,85.0,12.0,2.0,0.020618556701030927
4720,59.0,1.0,0.0,0.0,0.0,319.0,15.0,2.0,0.12371134020618557
4721,1.0,1.0,0.0,0.0,0.0,338.0,16.0,3.0,0.0
4722,1.0,1.0,0.0,0.0,0.0,106.0,17.0,3.0,0.0
4723,24.0,1.0,0.0,0.0,0.0,97.0,17.0,3.0,0.10309278350515463
4724,41.0,1.0,0.0,0.0,1.0,473.0,7.0,4.0,0.13402061855670103
4725,2.0,1.0,0.0,0.0,1.0,84.0,23.0,4.0,0.010309278350515464
4726,31.0,1.0,0.0,0.0,1.0,896.0,11.0,5.0,0.13402061855670103
4727,8.0,1.0,0.0,0.0,1.0,131.0,17.0,0.0,0.030927835051546393
4728,5.0,1.0,0.0,0.0,0.0,126.0,22.0,0.0,0.030927835051546393
4729,8.0,1.0,0.0,0.0,0.0,140.0,12.0,1.0,0.030927835051546393
4730,3.0,1.0,0.0,0.0,0.0,95.0,20.0,1.0,0.010309278350515464
4731,4.0,1.0,0.0,0.0,1.0,332.0,21.0,1.0,0.020618556701030927
4732,8.0,1.0,0.0,0.0,0.0,111.0,11.0,2.0,0.030927835051546393
4733,9.0,1.0,0.0,1.0,0.0,143.0,14.0,2.0,0.05154639175257732
4734,12.0,1.0,0.0,0.0,0.0,92.0,19.0,2.0,0.05154639175257732
4735,10.0,1.0,0.0,0.0,0.0,83.0,13.0,3.0,0.08247422680412371
4736,7.0,1.0,0.0,0.0,1.0,124.0,19.0,3.0,0.041237113402061855
4737,1.0,1.0,0.0,0.0,0.0,277.0,20.0,3.0,0.0
4738,5.0,1.0,0.0,0.0,0.0,132.0,20.0,3.0,0.030927835051546393
4739,6.0,1.0,0.0,0.0,0.0,235.0,9.0,4.0,0.010309278350515464
